county,confirmed,deaths,state,percent_fair_or_poor_health,percent_smokers,percent_adults_with_obesity,percent_with_access_to_exercise_opportunities,percent_excessive_drinking,percent_uninsured,percent_some_college,percent_unemployed,percent_children_in_poverty,percent_single_parent_households,percent_severe_housing_problems,overcrowding,percent_adults_with_diabetes,percent_food_insecure,percent_insufficient_sleep,percent_uninsured_2,median_household_income,average_traffic_volume_per_meter_of_major_roadways,percent_homeowners,population_2,percent_less_than_18_years_of_age,percent_65_and_over,percent_black,percent_asian,percent_hispanic,percent_female,percent_rural
LaSalle,7,1,Illinois,15.107222908,16.065017476,28.1,81.537691795,20.677331118,5.921120497,59.707557919,5.8011737507,20.2,34.183523893,13.297272932,0.9916610322,13.3,10.4,30.606465846,7.2632863086,54063,122.30685701,72.457665084,109430,21.532486521,18.931737184,2.6126290779,0.9394133236,10.027414786,49.533034817,30.214880096
Lackawanna,146,6,Pennsylvania,16.877821932,20.306989109,28.8,91.116271912,20.817043542,6.1134810722,63.343435955,4.5836893573,20.3,38.341224413,16.383915468,1.1857939536,11.6,12.2,33.335833358,7.1783622127,52872,188.49234805,64.999769128,210793,20.514438335,19.953698652,2.9194517845,3.1718320817,8.1027358594,51.454744702,16.305488325
Lafayette,229,4,Louisiana,17.351257579,17.798626642,31.2,86.447210463,20.218208424,10.138008853,62.480756851,4.4751493334,20.4,38.887221231,14.391309217,1.8815096875,10,14,36.47926756,12.621720112,57821,246.06728841,65.162351279,242782,23.622014812,13.208145579,26.368511669,1.9354812136,4.6449077773,51.335766243,8.3185153761
Lafayette,21,1,Mississippi,20.058568455,17.590890992,32.1,80.503051678,18.182034569,13.838605183,77.255463991,3.8807768642,16.2,34.462399006,23.390101118,2.3150612028,12.5,18.4,32.928147572,16.44035671,49381,91.571547617,61.199979293,54793,18.102677349,12.64577592,23.256620371,2.1845856223,2.8142280948,51.54125527,45.580874744
Lafayette,26,1,Missouri,17.338609657,18.667291431,32.2,48.096222402,17.618375655,10.365900237,53.32047396,3.2075804838,14.6,37.267670601,12.180451128,1.7218045113,10.7,12.2,33.403403196,12.57938188,53389,37.04097914,72.521027857000007,32598,22.918583962,18.86618811,2.0553408185,0.5061660225,2.8836124916,50.398797472,56.948563554
Lafourche,217,3,Louisiana,18.364004129,19.224758245,39.6,60.424842709000004,20.735013271,11.918940972,45.126675447,4.7374210828,22.8,36.226942915,11.693548387,2.3776418242,13.4,11.9,31.384364001,14.956041365,52651,37.081076011,75.505500837,98115,23.230902512,15.459409876,13.372063395,0.9366559649,4.3795546043,50.952453753,24.216657323
Lake,95,2,Florida,17.367122453,16.845825454,30.3,85.652343697,16.843947808,15.534541111,59.308125279,3.5131671314,19.5,36.606524849,15.856106855,2.4337280288,12.6,12.6,34.512531567,18.315293051,52447,189.65241413,74.322912666,356495,19.149777697,26.678915553,10.33815341,2.2614622926,16.047349893,51.608016943,19.25386801
Lake,683,13,Illinois,14.044699195,13.759033259,25.4,98.817846593,20.373715274,7.134818399,69.374588151,4.5187512718,10.3,23.557378846,16.335422875,2.5773301819,8.7,6.5,31.919340187,8.7915598753,87336,203.23131163,73.352488229,700832,24.097929318,14.241644217,6.8373019497,8.2854378795,22.172931601,50.020404319,1.2673037065
Lake,313,8,Indiana,21.062614435,18.647869199,35.5,91.641011683,17.203696339,9.6790602457,61.158668468,4.9413000069,24.6,42.279884598,15.382317802,2.3460410557,13.1,14.3,38.614341719,10.971447541,55280,416.56700247,69.620410166,484411,23.367347149,16.536370974,23.374778855,1.693396723,19.385191501,51.595855585,3.9681051602
Lake,76,3,Ohio,15.155155711999999,17.391700664,25.3,90.918140679,18.732845881,6.3207695605,68.632270169,4.6911238454,10.6,30.32573429,11.774278215,0.845144357,9.3,11.2,34.035715573,7.1161537124,65883,113.16013644,74.386330486,230514,20.046070954,19.984035677,4.3884536297,1.5482790633,4.6578515839,51.174765958,6.5292708691
Lamar,6,0,Georgia,18.784217011,17.738757276,32.2,50.821641098,15.34564851,14.84304622,52.447552448,4.5577728505,24.3,31.924389604,15.035799523,0.7955449483,20.7,16.6,37.519841198,18.051764706,48323,17.754760692,69.472361809,19000,20.594736842,16.963157895,30.310526316,0.7684210526,2.4789473684,51.842105263,60.872413605
Lamar,13,0,Mississippi,18.120067531,16.88335727,33.9,51.84879083,17.720820523,13.074458058,71.91643454,3.6348738119,18.3,28.666232921,13.509174312,2.2018348624,12.5,14.5,32.919305035,16.541949814,58377,120.3116283,69.220726602,62447,24.737777635,13.776482457,20.553429308,1.5341009176,2.7287139494,51.957660096,50.355744008
Lamar,5,0,Texas,19.558620172,17.973480918,34.3,63.647500653,15.918780649,19.468647696,52.942699344,3.7780746431,22.2,41.411824669,16.618610747,3.2765399738,15,20.2,34.159498883,22.837727257,45767,88.115431452,64.992492104,49728,23.795447233,19.198439511,13.107303732,0.7882882883,8.0578346203,51.797779923,47.082923302
Lamoille,17,0,Vermont,11.314517739,14.805665843,23.8,68.183861083,21.85349392,6.7037199551,67.269045023,3.5178736408,13,31.978424196,18.423597679,2.3114119923,7.1,12.6,26.900294545,8.2872928177,60230,64.542731556,72.518148393,25300,20.292490119,17.363636364,0.9841897233,0.6798418972,1.8260869565,49.972332016,100
Lancaster,18,0,Nebraska,13.615978294,12.899221421,28.7,96.903019197,25.136546753,8.3875011607,76.62404468,2.5423337794,12.7,28.13832509,14.427068047,2.0460358056,7.5,13.2,26.620333563,10.140422282,58618,106.42396083,60.025602139,317272,22.85483749,13.912037621,3.9656824428,4.846314834,7.2168360271,49.814985249,8.2531262373
Lancaster,291,5,Pennsylvania,16.208434112,14.89888061,32.2,77.764729663,17.859532543,12.008154527,56.638616891,3.3905050225,10.1,23.876689388,15.356578478,1.9090584697,9.7,9.5,31.300841285,11.246630274,66270,114.04813132,68.025754294,543557,23.54251716,17.94843963,3.5806732321,2.471313956,10.810457781,51.004954402,21.257110955
Lancaster,39,0,South Carolina,18.023961657,15.760962046,31.5,59.737515003,15.747716862,13.265576422,60.277900309,3.7933388969,20.2,35.804181435,11.314833168,1.4866204163,15.1,11.6,35.917788686,16.589033418,58035,21.263852718,78.193184604,95380,21.792828685,21.030614385,21.159572237,1.5453973579,5.5829314322,51.491927029,49.954339091
Lane,21,1,Oregon,15.112882309,15.360129816,27.2,88.51740756,18.747148989,8.2108777017,69.77209512,4.4921627852,22.4,35.322167776,21.514759016,2.3212216238,8.7,14.6,28.687294145,9.517342294,53161,284.87691533,58.651677941,379611,18.405156858,19.333475584,1.0576616589,3.2240899236,9.1440975103,50.772501324,17.52299447
Lapeer,27,0,Michigan,13.900839684,16.385993503,33.5,58.242280823,19.663267256,6.3310599284,61.175673563,5.1657037879,13.9,25.627384599,13.845214471,1.8623110975,11.1,10,35.880806737,7.3381429776,65209,46.902892236,83.526410564,88028,20.646839642,18.134002817,1.1394101877,0.6770573,4.6701049666,49.294542646,77.348022509
Laramie,42,0,Wyoming,13.152948181,17.04288647,30,71.260546338,17.932010184,11.433545429,70.104741954,3.8735791284,12.8,28.934099956,11.014453961,1.204496788,9.4,10.9,32.277949592,13.557222373,63839,269.02289577,69.761862222,98976,23.270287747,16.028128031,2.4177578403,1.3659877142,14.795505981,49.310944067,19.784603981
Larimer,134,7,Colorado,11.680454125,12.667672587,20.2,92.832827153,21.979657455,7.4209331016,79.198341396,2.8130541519,8.5,24.084568114,17.085743517,1.6094125054,5,11.5,25.076056051,8.3910381335,71306,119.14611982,64.591430947,350518,19.60041995,15.673374834,0.9751282388,2.3858974432,11.655606845,50.07645827,11.660381137
Lauderdale,16,2,Alabama,20.125833414,16.6560043,32.5,65.492023428,13.74675543,11.285158773,59.327000331,4.1906931492,17.9,32.681518601,12.591240876,1.2122002086,13.8,14,35.058161009,14.070305781,48707,108.45939758,68.484187568,92387,19.665104398,20.092653728,9.8931667875,0.7663415849,2.8618745062,52.020305887,49.295106192
Lauderdale,61,1,Mississippi,21.084720949,19.776140155,35.8,51.756145575,13.051752011,12.594726937,64.316316523,5.0343698854,33.9,42.199133237,15.998652745,3.4186594813,13.3,19.7,37.740191987,16.030050475,40077,103.09871702,65.44154837,75317,23.415696324,17.355975411,43.79223814,0.8577080872,2.2212780647,51.536837633,48.255067841
Laurens,15,0,Georgia,23.565685878,20.00320028,41.8,52.975182723,13.338483704,15.033620261,48.756699763,4.8094652735,34.7,49.001033414,13.677639047,1.7593643587,16.5,19.6,36.218479887,18.798780941,42114,55.500672421,62.689867893,47325,24.750132066,17.662968833,36.993132594,1.1431590069,2.7385103011,52.678288431,56.644092993
Laurens,6,0,South Carolina,21.31371985,19.603984837,36.1,53.971474518,14.382348066,14.138310383,50.745297142,3.5870985029,28.4,45.408692047,13.037502454,1.9831140781,12.7,14.1,37.870066304,17.658488562,42099,18.087972033,70.405549206,66994,21.78105502,18.52404693,24.873869302,0.5716929874,5.0720960086,51.66582082,64.194358026
Lawrence,36,5,Indiana,17.785250818,19.172381449,32.2,78.690336845,16.771897806,8.52304122,56.543560606,3.8436081694,17.3,32.394222945,11.099050204,1.6553595658,15.9,11.6,35.430654383,9.7091790367,53187,107.05109655,77.589657597,45668,21.76578786,20.018393624,0.4926863449,0.7204169221,1.7079793291,50.457650872,58.447132267
Lawrence,7,0,Ohio,23.962445407,21.227575312,39.9,54.286629303,15.658093989,6.9652869393,54.227208218,5.6352891515,25.3,38.343881857,12.949021295,1.2690901269,18.9,14.9,37.72516838,8.08151595,43031,52.893803332,71.567544605,59866,21.730197441,18.897203755,2.1113820867,0.4710520162,1.0256238934,51.326295393,45.916733387
Lawrence,22,2,Pennsylvania,16.804873317,18.068835635,36.6,82.122316372,19.154244381,6.1191771175,62.222932651,5.1000661392,23,33.185407181,13.388429752,0.9779614325,13,12.7,35.499165276,6.8324480927,48418,53.967420515,73.964288617,86184,19.825025527,21.989000278,4.1504223522,0.4676041957,1.5269655621,51.601225285,40.318084032
Lawrence,9,0,South Dakota,10.410671292,15.170836795,26.4,85.346723659,19.940181904,9.9319306931,68.266999822,2.9366778831,14.7,25.94619243,11.581395349,0.8837209302,8.8,11.5,25.427167291,11.395474138,51774,27.46794761,65.614226093,25741,17.870323608,21.821219067,0.7614311798,1.4840138301,3.3409735442,50.013596985,36.884259451
Le Sueur,20,0,Minnesota,11.192302882,13.677895535,34.8,76.598202361,22.475210905,5.0453955901,63.995626367,4.1473499561,8.7,26.785985136,10.735770477,1.4807959278,9.2,7.9,27.664295545,5.6312443233,67269,25.184132679,81.055729262,28494,23.892749351,17.501930231,0.6878641117,0.652769004,6.1627009195,49.571839686,62.159332924
Leake,8,0,Mississippi,26.452762384,21.186076298,40.4,22.814534762,13.469080007,19.013237064,48.521240366,4.9072789201,39.7,51.911037891,18.220338983,5.0847457627,17,19.9,35.375282556,24.064171123,37212,6.9027671726,72.306562194,22763,25.633703818,16.337916795,41.708034969,0.4788472521,4.6830382638,48.372358652,81.188825877
Leavenworth,33,0,Kansas,15.796568757,18.086108665,36.8,82.25956682,18.343062199,6.8211713122,68.030905077,3.6392491654,12.1,25.896038566,11.707227139,1.5302359882,10.8,12.5,34.915546008,8.2513502006,70807,77.944258137,67.446415373,81352,23.704395712,14.479053988,8.8037171797,1.5340741469,6.9500442521,46.812616776,29.063192832
Lebanon,87,0,Pennsylvania,15.694895891,15.87494374,34.7,85.043573311,20.064779447,8.6809388516,51.693626005,3.7586700739,14.6,32.152684456,13.16872428,1.8470667049,11.4,9.1,33.98877995,9.6483352512,61087,128.71159185,69.820386254,141314,22.745800133,19.387321851,2.0450910738,1.5575243783,13.782073963,50.854833916,26.555761859
Lee,102,3,Alabama,21.463907829,17.560140407,29.9,67.74904276,15.747603232,10.350184992,72.652780087,3.6207035122,19.3,35.808218376,19.231433506,1.9861830743,9,17,36.567048095,12.776888497,48937,120.03427766,60.332137504,163941,21.283876517,11.882933494,22.777096638,4.1941918129,3.7598892284,50.812182431,27.409498955
Lee,348,11,Florida,17.938049762,14.343887724,25.9,88.4632665,17.016345728,18.616852934,53.970575696,3.3949644571,18.4,38.996952452,17.877830947,2.4836778581,11,12.3,31.678006686,21.81322772,56343,189.19737845,70.607405991,754610,17.575038762,28.610010469,8.0836458568,1.7586567896,21.896476326,51.051271518,5.8202452025
Lee,128,8,Georgia,15.060225912,15.883967596,44,54.180507456,17.153770262,12.776500436,67.281387396,3.5606315082,18,27.425227568,11.259259259,1.037037037,25.3,11.3,34.769163925,15.997709705,66090,39.117745791,72.368166892,29764,26.088563365,12.602472786,21.757828249,2.8524391883,2.9633113829,49.858889934,36.228708743
Lee,28,1,Mississippi,20.924155614,18.494265152,30.9,53.287902545,13.724448796,14.083588797,66.784864671,3.8861453706,19.9,39.398468149,15.940472538,3.2371893219,13.3,16.1,32.854223775,17.867480555,51088,81.050149208,66.296835776,85202,25.283444051,14.786037886,29.988732659,0.9107767423,2.722940776,52.200652567,45.364853456
Lee,16,1,South Carolina,27.616556968,21.318829815,39.7,38.990634755,13.19789123,11.826754035,36.929657795,4.5854843608,42.8,60.501392758,16.40625,2.421875,17.5,20.9,42.228234075,14.881474978,33199,8.2001345168,73.242095328,17142,20.143507175,18.358417921,63.633181659,0.4200210011,2.5317932563,48.588262746,71.951092612
Leflore,22,1,Mississippi,30.91647539,23.927844953,37.1,69.347402296,11.467412635,14.521647307,48.777823296,6.7505609209,49,65.06097561,21.040299906,3.6551077788,14.9,30.4,38.544505456,19.559504442,29244,117.81612402,50.058685446,28919,27.55627788,14.423043674,73.989418721,0.601680556,2.8009267264,53.376672776,17.681096636
Lehigh,804,7,Pennsylvania,18.132003186,18.336704588,31.2,81.879958912,19.457242325,7.5219967798,63.47552478,4.6111692533,17.4,37.217985286,16.577401839,1.9465888524,11.9,9.6,34.379368337,8.7133311304,62139,316.51630557,64.836096458,368100,22.604455311,16.70931812,5.8011409943,3.8041293127,25.406411301,51.049171421,7.925676043
Lenawee,27,0,Michigan,14.360185001,17.114590649,39.9,71.274976975,19.870740667,5.9301958307,60.211529216,4.0846750149,14,36.663778997,13.459252411,1.2257297583,13,10.9,37.839331114,7.2045487261,55762,50.863116375,77.384752237,98266,21.078501211,18.974009322,2.562432581,0.5027171148,8.1605031242,49.46064763,51.821967725
Lenoir,7,0,North Carolina,21.574270166,19.316118167,33.4,53.764181864,12.852185138,13.460040505,52.48204808,3.9630972467,37.7,47.349001364,16.597870954,2.4766456659,17.8,19.4,36.763191616,16.902738432,40433,76.185700478,59.422170321,55976,22.520365871,19.808489353,40.926468486,0.803915964,7.5389452623,52.372445334,45.005462644
Leon,42,0,Florida,15.800833796,17.327578634,30.7,83.198118242,19.272411016,10.804434125,78.613793103,3.3474507775,20.1,39.377539746,21.681216812,2.2905229052,8.4,19.7,32.342546258,12.489691439,51046,197.39840931,53.056200074,292502,18.622778648,13.386233257,31.030557056,3.7579230227,6.5801259479,52.601349734,12.309473768
Lewis,13,0,Washington,17.398812654,16.165763252,34.7,53.590881983,15.002708195,8.8065099458,57.572358088,6.2870348424,16.9,31.704794354,18.215802889,2.735768904,10.4,13.7,32.159373883,10.829353602,57019,156.69241098,69.71118895,79604,21.378322697,20.985126376,0.75247475,1.3001859203,10.294708809,50.027636802,60.654694851
Lewis and Clark,13,0,Montana,12.591504018,14.140216418,26.7,78.17335752,20.693645754,7.7014564883,73.520249221,3.3225215061,13.4,28.510608599,11.526246964,1.6439379787,8.2,10.7,25.342350626,8.9370479907,63860,172.79622103,68.539568345,68700,21.499272198,18.781659389,0.4279475983,0.7656477438,3.4061135371,50.56768559,28.929726319
Lexington,95,3,South Carolina,16.666464918,16.304205353,32.1,63.363453777,18.797723348,12.059425267,64.529351293,2.8679065979,17.5,33.071008321,12.36456638,1.8460823064,11.8,9.8,36.178970076,14.856579873,60627,59.100797837,73.957668629,295032,23.147997505,15.788456845,14.95532688,2.1787467122,6.2501694731,51.342905176,25.276019376
Liberty,9,0,Georgia,21.679645653,18.919600826,37.6,69.096811813,16.662682654,12.08328698,66.457446809,4.3141678985,22.7,40.53453385,17.142230026,1.6242317823,13,17.3,40.870577904,15.112998146,47685,57.04517774,44.473140496,61497,28.040392214,9.2508577654,42.148397483,2.1838463665,12.755093744,49.317852903,23.160449467
Liberty,5,0,Texas,20.35178764,16.686172315,33.8,54.517932922,18.805088272,21.672886486,38.775881684,5.8477540786,23.2,28.741285455,15.169855525,3.7875829754,19.7,17.8,32.691327714,25.7457569,52577,65.105155945,74.422776018,86323,26.49120165,12.803076816,9.3926300059,0.7599365175,26.775019404,50.425726631,63.227264915
Licking,50,1,Ohio,16.078621607,18.716060345,32.1,77.370083848,19.974898507,6.9137847532,66.112842663,3.952999854,12.5,30.25065039,11.688920122,1.3976731475,11.8,12.1,33.843379755,7.928854602,66145,111.87138693,72.811484629,175769,23.174166093,16.445448287,3.9603115453,1.8558448873,1.9884052364,50.92365548,35.527833169
Limestone,31,0,Alabama,20.11404561,18.173356594,33.9,60.967360054,14.963383147,11.014042165,58.79575447,3.5453966457,15.8,25.630548119,11.301636789,2.0265003897,13.8,12.2,37.394783588,14.052032751,64863,49.284102759,78.017804893,96174,22.55911161,15.189136357,13.493251814,1.5960654647,6.1451119845,49.928255038,57.609142084
Lincoln,6,0,Arkansas,24.863479648,22.467420691,32.6,39.019385878,15.395571623,9.3666708973,30.713964975,4.3058648849,27.1,26.309067688,15.228426396,3.654822335,15.5,18.5,36.265037161,11.265320836,44951,28.909434797,74.598155468,13383,16.812373907,15.310468505,30.254800867,0.3213031458,3.9154150788,38.182769185,100
Lincoln,5,0,Georgia,18.760430356,17.112047677,24.2,87.88144072,14.049064844,16.456547319,46.286393345,4.9570756023,25.4,47.5,13.024602026,1.997105644,16.8,16.9,36.019501661,19.42268964,46967,6.527436463,72.34228972,7915,19.090334807,23.815540114,28.982943778,0.4674668351,1.958307012,51.535060013,100
Lincoln,7,0,Idaho,17.762430697,14.777171409,28.8,20.007680492,16.165289068,17.648366304,37.444933921,3.3601168736,20.2,23.133867983,13.793103448,4.263322884,12.1,9,30.729104449,22.826451829,50464,66.640220379,69.116775341,5360,28.899253731,14.141791045,0.2985074627,0.6529850746,30.354477612,48.134328358,100
Lincoln,17,0,Louisiana,23.17574085,20.979497617,35.8,47.39488606,19.055578438,9.7156205014,64.149504195,5.222339498,29.9,43.748673318,19.305920093,2.0414114902,10.1,21,37.235036872,11.965999051,36525,102.35778721,51.592501852,47196,20.027120942,13.551995932,40.295787779,1.616662429,3.2100177981,51.377235359,40.6782925
Lincoln,8,0,Maine,11.148040806,14.524588742,24.5,56.676437299,18.220991664,13.646150721,58.119785459,3.3435366141,16.8,32.086509484,14.946737683,1.5978695073,8.7,12.1,26.427070196,15.424918789,56211,28.691027932,78.06401249,34342,16.6880205,27.715333993,0.5649059461,0.8444470328,1.2433754586,50.928891736,100
Lincoln,14,0,Mississippi,21.56007089,20.156853236,39.4,53.566204938,13.586508666,14.679484905,56.992303138,4.7125417718,24.8,38.866103739,11.982991882,2.1260146888,15.5,18.2,35.037568618,18.480309493,43478,53.67768035,75.403445856,34205,23.511182576,17.193392779,30.059932758,0.4063733372,1.1284899868,52.357842421,69.500129054
Lincoln,16,0,Missouri,17.926656468,20.602963802,36.7,35.235703687,20.971943373,10.497500103,55.720158775,3.3032484379,15.3,30.848713746,14.064621233,2.0526744502,18.8,11.8,32.700182552,12.5,62238,43.283021621,78.27943217,57686,25.409978158,13.417466976,1.9172762889,0.5599278854,2.5621467947,50,74.829737853
Lincoln,6,1,Montana,16.139727054,16.132728336,26.3,98.923147255,18.799611786,12.888436067,52.885187388,7.382133995,33.7,24.211130235,17.330210773,1.8735362998,9.6,14.2,25.566252523,14.775243046,40602,53.167001683,78.266133915,19794,18.232797818,28.645043953,0.3890067697,0.3789026978,3.2888754168,49.555420835,79.79377254
